time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
2446;18,744825;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2447;18,7449;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2448;18,744974;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2449;18,745047;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2450;18,745121;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2451;18,745195;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2452;18,74527;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2453;18,745342;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2454;18,745417;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2455;18,745491;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2456;18,745564;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2457;18,745638;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2458;18,745712;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2459;18,745787;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2460;18,74586;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2461;18,745934;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2462;18,746008;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2463;18,746082;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2464;18,746155;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2465;18,74623;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2466;18,746304;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2467;18,746378;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2468;18,74645;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2469;18,746525;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2470;18,7466;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2471;18,746674;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2472;18,746746;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2473;18,74682;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2474;18,746895;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2475;18,74697;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2476;18,747042;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2477;18,747116;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2478;18,74719;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2479;18,747263;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2480;18,747337;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2481;18,747412;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2482;18,747486;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2483;18,747559;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2484;18,747633;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2485;18,747707;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2486;18,747782;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2487;18,747854;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2488;18,747929;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2489;18,748003;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2490;18,748077;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2491;18,74815;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2492;18,748224;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2493;18,748299;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2494;18,748373;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2495;18,748446;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2496;18,74852;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2497;18,748594;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2498;18,748669;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2499;18,748741;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2500;18,748816;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2501;18,74889;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2502;18,748962;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2503;18,749037;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2504;18,749111;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2505;18,749186;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2506;18,749258;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2507;18,749332;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2508;18,749407;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2509;18,749481;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2510;18,749554;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2511;18,749628;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2512;18,749702;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2513;18,749777;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2514;18,74985;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2515;18,749924;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2516;18,749998;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2517;18,750072;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2518;18,750145;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2519;18,75022;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2520;18,750294;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2521;18,750368;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2522;18,75044;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2523;18,750515;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2524;18,75059;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2525;18,750662;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2526;18,750736;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2527;18,75081;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2528;18,750885;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2529;18,750957;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2530;18,751032;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2531;18,751106;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2532;18,75118;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2533;18,751253;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2534;18,751328;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2535;18,751402;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2536;18,751476;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2537;18,751549;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2538;18,751623;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2539;18,751698;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2540;18,751772;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2541;18,751844;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2542;18,751919;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2543;18,751993;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2544;18,752068;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2545;18,75214;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2546;18,752214;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2547;18,752289;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2548;18,752361;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2549;18,752436;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2550;18,75251;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2551;18,752584;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2552;18,752657;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2553;18,752731;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2554;18,752806;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2555;18,75288;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2556;18,752953;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2557;18,753027;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2558;18,753101;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2559;18,753176;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2560;18,753248;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2561;18,753323;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2562;18,753397;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2563;18,753471;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2564;18,753544;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2565;18,753618;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2566;18,753693;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2567;18,753767;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2568;18,75384;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2569;18,753914;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2570;18,753988;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2571;18,75406;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2572;18,754135;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2573;18,75421;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2574;18,754284;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2575;18,754356;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2576;18,75443;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2577;18,754505;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2578;18,75458;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2579;18,754652;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2580;18,754726;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2581;18,7548;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2582;18,754875;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2583;18,754948;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2584;18,755022;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2585;18,755096;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2586;18,75517;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2587;18,755243;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2588;18,755318;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2589;18,755392;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2590;18,755466;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2591;18,755539;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2592;18,755613;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2593;18,755688;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2594;18,75576;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2595;18,755835;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2596;18,755909;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2597;18,755983;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2598;18,756056;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2599;18,75613;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2600;18,756205;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2601;18,756279;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2602;18,756351;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2603;18,756426;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2604;18,7565;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2605;18,756575;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2606;18,756647;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2607;18,756721;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2608;18,756796;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2609;18,75687;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2610;18,756943;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2611;18,757017;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2612;18,757092;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2613;18,757166;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2614;18,757238;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2615;18,757313;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2616;18,757387;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2617;18,75746;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2618;18,757534;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2619;18,757608;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2620;18,757683;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2621;18,757755;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2622;18,75783;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2623;18,757904;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2624;18,757978;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2625;18,75805;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2626;18,758125;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2627;18,7582;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2628;18,758274;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2629;18,758347;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2630;18,75842;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2631;18,758495;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2632;18,75857;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2633;18,758642;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2634;18,758717;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2635;18,758791;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2636;18,758865;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2637;18,758938;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2638;18,759012;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2639;18,759087;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2640;18,75916;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2641;18,759233;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2642;18,759308;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2643;18,759382;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2644;18,759455;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2645;18,75953;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2646;18,759604;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2647;18,759678;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2648;18,75975;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2649;18,759825;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2650;18,7599;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2651;18,759974;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2652;18,760046;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2653;18,76012;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2654;18,760195;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2655;18,76027;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2656;18,760342;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2657;18,760416;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2658;18,76049;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2659;18,760565;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2660;18,760637;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2661;18,760712;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2662;18,760786;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2663;18,760859;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2664;18,760933;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2665;18,761007;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2666;18,761082;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2667;18,761154;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2668;18,761229;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2669;18,761303;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2670;18,761377;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2671;18,76145;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2672;18,761524;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2673;18,761599;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2674;18,761673;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2675;18,761745;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2676;18,76182;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2677;18,761894;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2678;18,761969;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2679;18,762041;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2680;18,762115;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2681;18,76219;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2682;18,762264;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2683;18,762337;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2684;18,762411;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2685;18,762486;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2686;18,762558;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2687;18,762632;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2688;18,762707;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2689;18,762781;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2690;18,762854;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2691;18,762928;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2692;18,763002;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2693;18,763077;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2694;18,76315;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2695;18,763224;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2696;18,763298;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2697;18,763372;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2698;18,763445;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2699;18,76352;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2700;18,763594;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2701;18,763294;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2702;18,762995;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2703;18,762697;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2704;18,762398;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2705;18,762098;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2706;18,7618;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2707;18,761501;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2708;18,761202;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2709;18,760902;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2710;18,760605;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2711;18,760305;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2712;18,760006;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2713;18,759708;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2714;18,759409;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2715;18,75911;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2716;18,758812;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2717;18,758512;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2718;18,758213;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2719;18,757914;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2720;18,757616;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2721;18,757317;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2722;18,757017;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2723;18,75672;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2724;18,75642;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2725;18,75612;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2726;18,755823;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2727;18,755524;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2728;18,755224;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2729;18,754925;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2730;18,754627;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2731;18,754328;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2732;18,754028;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2733;18,75373;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2734;18,753431;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2735;18,753132;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2736;18,752832;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2737;18,752535;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2738;18,752235;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2739;18,751936;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2740;18,751638;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2741;18,751339;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2742;18,75104;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2743;18,750742;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2744;18,750443;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2745;18,750143;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2746;18,749844;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2747;18,749546;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2748;18,749247;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2749;18,748947;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2750;18,74865;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2751;18,74835;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2752;18,74805;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2753;18,747753;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2754;18,747454;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2755;18,747154;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2756;18,746855;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2757;18,746557;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2758;18,746258;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2759;18,745958;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2760;18,74566;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2761;18,745361;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2762;18,745062;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2763;18,744762;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2764;18,744465;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2765;18,744165;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2766;18,743866;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2767;18,743568;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2768;18,743269;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2769;18,74297;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2770;18,742672;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2771;18,742373;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2772;18,742073;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2773;18,741774;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2774;18,741476;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2775;18,741177;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2776;18,740877;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2777;18,74058;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2778;18,74028;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2779;18,73998;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2780;18,739683;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2781;18,739384;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2782;18,739084;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2783;18,738785;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2784;18,738487;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2785;18,738188;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2786;18,737888;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2787;18,73759;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2788;18,737291;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2789;18,736992;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2790;18,736692;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2791;18,736395;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2792;18,736095;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2793;18,735796;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2794;18,735498;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2795;18,735199;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2796;18,7349;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2797;18,734602;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2798;18,734303;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2799;18,734003;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2800;18,733704;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2801;18,733406;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2802;18,733107;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2803;18,732807;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2804;18,73251;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2805;18,73221;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2806;18,73191;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2807;18,731613;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2808;18,731314;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2809;18,731014;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2810;18,730715;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2811;18,730417;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2812;18,730118;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2813;18,729818;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2814;18,72952;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2815;18,729221;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2816;18,728922;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2817;18,728622;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2818;18,728325;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2819;18,728025;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2820;18,727726;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2821;18,727428;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2822;18,727129;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2823;18,72683;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2824;18,726532;sun;On;On;Re/Tr;On;Off;On;9,1E-4
2825;18,726233;sun;On;On;Re/Tr;On;Off;On;9,1E-4
