time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
17176;17,168703;sun;On;On;Receiver;On;Off;On;6,105556E-4
17177;17,168703;sun;On;On;Receiver;On;Off;On;6,105556E-4
17178;17,168703;sun;On;On;Receiver;On;Off;On;6,105556E-4
17179;17,168703;sun;On;On;Receiver;On;Off;On;6,105556E-4
17180;17,168705;sun;On;On;Receiver;On;Off;On;6,105556E-4
17181;17,168705;sun;On;On;Receiver;On;Off;On;6,105556E-4
17182;17,168705;sun;On;On;Receiver;On;Off;On;6,105556E-4
17183;17,168707;sun;On;On;Receiver;On;Off;On;6,105556E-4
17184;17,168707;sun;On;On;Receiver;On;Off;On;6,105556E-4
17185;17,168707;sun;On;On;Receiver;On;Off;On;6,105556E-4
17186;17,168707;sun;On;On;Receiver;On;Off;On;6,105556E-4
17187;17,168709;sun;On;On;Receiver;On;Off;On;6,105556E-4
17188;17,168709;sun;On;On;Receiver;On;Off;On;6,105556E-4
17189;17,168709;sun;On;On;Receiver;On;Off;On;6,105556E-4
17190;17,16871;sun;On;On;Receiver;On;Off;On;6,105556E-4
17191;17,16871;sun;On;On;Receiver;On;Off;On;6,105556E-4
17192;17,16871;sun;On;On;Receiver;On;Off;On;6,105556E-4
17193;17,168713;sun;On;On;Receiver;On;Off;On;6,105556E-4
17194;17,168713;sun;On;On;Receiver;On;Off;On;6,105556E-4
17195;17,168713;sun;On;On;Receiver;On;Off;On;6,105556E-4
17196;17,168713;sun;On;On;Receiver;On;Off;On;6,105556E-4
17197;17,168715;sun;On;On;Receiver;On;Off;On;6,105556E-4
17198;17,168715;sun;On;On;Receiver;On;Off;On;6,105556E-4
17199;17,168715;sun;On;On;Receiver;On;Off;On;6,105556E-4
17200;17,168716;sun;On;On;Receiver;On;Off;On;6,105556E-4
17201;17,168716;sun;On;On;Receiver;On;Off;On;6,105556E-4
17202;17,168716;sun;On;On;Receiver;On;Off;On;6,105556E-4
17203;17,168716;sun;On;On;Receiver;On;Off;On;6,105556E-4
17204;17,168718;sun;On;On;Receiver;On;Off;On;6,105556E-4
17205;17,168718;sun;On;On;Receiver;On;Off;On;6,105556E-4
17206;17,168718;sun;On;On;Receiver;On;Off;On;6,105556E-4
17207;17,16872;sun;On;On;Receiver;On;Off;On;6,105556E-4
17208;17,16872;sun;On;On;Receiver;On;Off;On;6,105556E-4
17209;17,16872;sun;On;On;Receiver;On;Off;On;6,105556E-4
17210;17,16872;sun;On;On;Receiver;On;Off;On;6,105556E-4
17211;17,168722;sun;On;On;Receiver;On;Off;On;6,105556E-4
17212;17,168722;sun;On;On;Receiver;On;Off;On;6,105556E-4
17213;17,168722;sun;On;On;Receiver;On;Off;On;6,105556E-4
17214;17,168724;sun;On;On;Receiver;On;Off;On;6,105556E-4
17215;17,168724;sun;On;On;Receiver;On;Off;On;6,105556E-4
17216;17,168724;sun;On;On;Receiver;On;Off;On;6,105556E-4
17217;17,168724;sun;On;On;Receiver;On;Off;On;6,105556E-4
17218;17,168726;sun;On;On;Receiver;On;Off;On;6,105556E-4
17219;17,168726;sun;On;On;Receiver;On;Off;On;6,105556E-4
17220;17,168726;sun;On;On;Receiver;On;Off;On;6,105556E-4
17221;17,168728;sun;On;On;Receiver;On;Off;On;6,105556E-4
17222;17,168728;sun;On;On;Receiver;On;Off;On;6,105556E-4
17223;17,168728;sun;On;On;Receiver;On;Off;On;6,105556E-4
17224;17,16873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17225;17,16873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17226;17,16873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17227;17,16873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17228;17,168732;sun;On;On;Receiver;On;Off;On;6,105556E-4
17229;17,168732;sun;On;On;Receiver;On;Off;On;6,105556E-4
17230;17,168732;sun;On;On;Receiver;On;Off;On;6,105556E-4
17231;17,168734;sun;On;On;Receiver;On;Off;On;6,105556E-4
17232;17,168734;sun;On;On;Receiver;On;Off;On;6,105556E-4
17233;17,168734;sun;On;On;Receiver;On;Off;On;6,105556E-4
17234;17,168734;sun;On;On;Receiver;On;Off;On;6,105556E-4
17235;17,168736;sun;On;On;Receiver;On;Off;On;6,105556E-4
17236;17,168736;sun;On;On;Receiver;On;Off;On;6,105556E-4
17237;17,168736;sun;On;On;Receiver;On;Off;On;6,105556E-4
17238;17,168737;sun;On;On;Receiver;On;Off;On;6,105556E-4
17239;17,168737;sun;On;On;Receiver;On;Off;On;6,105556E-4
17240;17,168737;sun;On;On;Receiver;On;Off;On;6,105556E-4
17241;17,168737;sun;On;On;Receiver;On;Off;On;6,105556E-4
17242;17,16874;sun;On;On;Receiver;On;Off;On;6,105556E-4
17243;17,16874;sun;On;On;Receiver;On;Off;On;6,105556E-4
17244;17,16874;sun;On;On;Receiver;On;Off;On;6,105556E-4
17245;17,168741;sun;On;On;Receiver;On;Off;On;6,105556E-4
17246;17,168741;sun;On;On;Receiver;On;Off;On;6,105556E-4
17247;17,168741;sun;On;On;Receiver;On;Off;On;6,105556E-4
17248;17,168743;sun;On;On;Receiver;On;Off;On;6,105556E-4
17249;17,168743;sun;On;On;Receiver;On;Off;On;6,105556E-4
17250;17,168743;sun;On;On;Receiver;On;Off;On;6,105556E-4
17251;17,168743;sun;On;On;Receiver;On;Off;On;6,105556E-4
17252;17,168745;sun;On;On;Receiver;On;Off;On;6,105556E-4
17253;17,168745;sun;On;On;Receiver;On;Off;On;6,105556E-4
17254;17,168745;sun;On;On;Receiver;On;Off;On;6,105556E-4
17255;17,168747;sun;On;On;Receiver;On;Off;On;6,105556E-4
17256;17,168747;sun;On;On;Receiver;On;Off;On;6,105556E-4
17257;17,168747;sun;On;On;Receiver;On;Off;On;6,105556E-4
17258;17,168747;sun;On;On;Receiver;On;Off;On;6,105556E-4
17259;17,168749;sun;On;On;Receiver;On;Off;On;6,105556E-4
17260;17,168749;sun;On;On;Receiver;On;Off;On;6,105556E-4
17261;17,168749;sun;On;On;Receiver;On;Off;On;6,105556E-4
17262;17,16875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17263;17,16875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17264;17,16875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17265;17,16875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17266;17,168753;sun;On;On;Receiver;On;Off;On;6,105556E-4
17267;17,168753;sun;On;On;Receiver;On;Off;On;6,105556E-4
17268;17,168753;sun;On;On;Receiver;On;Off;On;6,105556E-4
17269;17,168755;sun;On;On;Receiver;On;Off;On;6,105556E-4
17270;17,168755;sun;On;On;Receiver;On;Off;On;6,105556E-4
17271;17,168755;sun;On;On;Receiver;On;Off;On;6,105556E-4
17272;17,168756;sun;On;On;Receiver;On;Off;On;6,105556E-4
17273;17,168756;sun;On;On;Receiver;On;Off;On;6,105556E-4
17274;17,168756;sun;On;On;Receiver;On;Off;On;6,105556E-4
17275;17,168756;sun;On;On;Receiver;On;Off;On;6,105556E-4
17276;17,168758;sun;On;On;Receiver;On;Off;On;6,105556E-4
17277;17,168758;sun;On;On;Receiver;On;Off;On;6,105556E-4
17278;17,168758;sun;On;On;Receiver;On;Off;On;6,105556E-4
17279;17,16876;sun;On;On;Receiver;On;Off;On;6,105556E-4
17280;17,16876;sun;On;On;Receiver;On;Off;On;6,105556E-4
17281;17,16876;sun;On;On;Receiver;On;Off;On;6,105556E-4
17282;17,16876;sun;On;On;Receiver;On;Off;On;6,105556E-4
17283;17,168762;sun;On;On;Receiver;On;Off;On;6,105556E-4
17284;17,168762;sun;On;On;Receiver;On;Off;On;6,105556E-4
17285;17,168762;sun;On;On;Receiver;On;Off;On;6,105556E-4
17286;17,168764;sun;On;On;Receiver;On;Off;On;6,105556E-4
17287;17,168764;sun;On;On;Receiver;On;Off;On;6,105556E-4
17288;17,168764;sun;On;On;Receiver;On;Off;On;6,105556E-4
17289;17,168764;sun;On;On;Receiver;On;Off;On;6,105556E-4
17290;17,168766;sun;On;On;Receiver;On;Off;On;6,105556E-4
17291;17,168766;sun;On;On;Receiver;On;Off;On;6,105556E-4
17292;17,168766;sun;On;On;Receiver;On;Off;On;6,105556E-4
17293;17,168768;sun;On;On;Receiver;On;Off;On;6,105556E-4
17294;17,168768;sun;On;On;Receiver;On;Off;On;6,105556E-4
17295;17,168768;sun;On;On;Receiver;On;Off;On;6,105556E-4
17296;17,16877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17297;17,16877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17298;17,16877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17299;17,16877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17300;17,168772;sun;On;On;Receiver;On;Off;On;6,105556E-4
17301;17,168772;sun;On;On;Receiver;On;Off;On;6,105556E-4
17302;17,168772;sun;On;On;Receiver;On;Off;On;6,105556E-4
17303;17,168774;sun;On;On;Receiver;On;Off;On;6,105556E-4
17304;17,168774;sun;On;On;Receiver;On;Off;On;6,105556E-4
17305;17,168774;sun;On;On;Receiver;On;Off;On;6,105556E-4
17306;17,168774;sun;On;On;Receiver;On;Off;On;6,105556E-4
17307;17,168776;sun;On;On;Receiver;On;Off;On;6,105556E-4
17308;17,168776;sun;On;On;Receiver;On;Off;On;6,105556E-4
17309;17,168776;sun;On;On;Receiver;On;Off;On;6,105556E-4
17310;17,168777;sun;On;On;Receiver;On;Off;On;6,105556E-4
17311;17,168777;sun;On;On;Receiver;On;Off;On;6,105556E-4
17312;17,168777;sun;On;On;Receiver;On;Off;On;6,105556E-4
17313;17,168777;sun;On;On;Receiver;On;Off;On;6,105556E-4
17314;17,16878;sun;On;On;Receiver;On;Off;On;6,105556E-4
17315;17,16878;sun;On;On;Receiver;On;Off;On;6,105556E-4
17316;17,16878;sun;On;On;Receiver;On;Off;On;6,105556E-4
17317;17,168781;sun;On;On;Receiver;On;Off;On;6,105556E-4
17318;17,168781;sun;On;On;Receiver;On;Off;On;6,105556E-4
17319;17,168781;sun;On;On;Receiver;On;Off;On;6,105556E-4
17320;17,168781;sun;On;On;Receiver;On;Off;On;6,105556E-4
17321;17,168783;sun;On;On;Receiver;On;Off;On;6,105556E-4
17322;17,168783;sun;On;On;Receiver;On;Off;On;6,105556E-4
17323;17,168783;sun;On;On;Receiver;On;Off;On;6,105556E-4
17324;17,168785;sun;On;On;Receiver;On;Off;On;6,105556E-4
17325;17,168785;sun;On;On;Receiver;On;Off;On;6,105556E-4
17326;17,168785;sun;On;On;Receiver;On;Off;On;6,105556E-4
17327;17,168787;sun;On;On;Receiver;On;Off;On;6,105556E-4
17328;17,168787;sun;On;On;Receiver;On;Off;On;6,105556E-4
17329;17,168787;sun;On;On;Receiver;On;Off;On;6,105556E-4
17330;17,168787;sun;On;On;Receiver;On;Off;On;6,105556E-4
17331;17,168789;sun;On;On;Receiver;On;Off;On;6,105556E-4
17332;17,168789;sun;On;On;Receiver;On;Off;On;6,105556E-4
17333;17,168789;sun;On;On;Receiver;On;Off;On;6,105556E-4
17334;17,16879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17335;17,16879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17336;17,16879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17337;17,16879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17338;17,168793;sun;On;On;Receiver;On;Off;On;6,105556E-4
17339;17,168793;sun;On;On;Receiver;On;Off;On;6,105556E-4
17340;17,168793;sun;On;On;Receiver;On;Off;On;6,105556E-4
17341;17,168795;sun;On;On;Receiver;On;Off;On;6,105556E-4
17342;17,168795;sun;On;On;Receiver;On;Off;On;6,105556E-4
17343;17,168795;sun;On;On;Receiver;On;Off;On;6,105556E-4
17344;17,168795;sun;On;On;Receiver;On;Off;On;6,105556E-4
17345;17,168797;sun;On;On;Receiver;On;Off;On;6,105556E-4
17346;17,168797;sun;On;On;Receiver;On;Off;On;6,105556E-4
17347;17,168797;sun;On;On;Receiver;On;Off;On;6,105556E-4
17348;17,168798;sun;On;On;Receiver;On;Off;On;6,105556E-4
17349;17,168798;sun;On;On;Receiver;On;Off;On;6,105556E-4
17350;17,168798;sun;On;On;Receiver;On;Off;On;6,105556E-4
17351;17,1688;sun;On;On;Receiver;On;Off;On;6,105556E-4
17352;17,1688;sun;On;On;Receiver;On;Off;On;6,105556E-4
17353;17,1688;sun;On;On;Receiver;On;Off;On;6,105556E-4
17354;17,1688;sun;On;On;Receiver;On;Off;On;6,105556E-4
17355;17,168802;sun;On;On;Receiver;On;Off;On;6,105556E-4
17356;17,168802;sun;On;On;Receiver;On;Off;On;6,105556E-4
17357;17,168802;sun;On;On;Receiver;On;Off;On;6,105556E-4
17358;17,168804;sun;On;On;Receiver;On;Off;On;6,105556E-4
17359;17,168804;sun;On;On;Receiver;On;Off;On;6,105556E-4
17360;17,168804;sun;On;On;Receiver;On;Off;On;6,105556E-4
17361;17,168804;sun;On;On;Receiver;On;Off;On;6,105556E-4
17362;17,168806;sun;On;On;Receiver;On;Off;On;6,105556E-4
17363;17,168806;sun;On;On;Receiver;On;Off;On;6,105556E-4
17364;17,168806;sun;On;On;Receiver;On;Off;On;6,105556E-4
17365;17,168808;sun;On;On;Receiver;On;Off;On;6,105556E-4
17366;17,168808;sun;On;On;Receiver;On;Off;On;6,105556E-4
17367;17,168808;sun;On;On;Receiver;On;Off;On;6,105556E-4
17368;17,168808;sun;On;On;Receiver;On;Off;On;6,105556E-4
17369;17,16881;sun;On;On;Receiver;On;Off;On;6,105556E-4
17370;17,16881;sun;On;On;Receiver;On;Off;On;6,105556E-4
17371;17,16881;sun;On;On;Receiver;On;Off;On;6,105556E-4
17372;17,168812;sun;On;On;Receiver;On;Off;On;6,105556E-4
17373;17,168812;sun;On;On;Receiver;On;Off;On;6,105556E-4
17374;17,168812;sun;On;On;Receiver;On;Off;On;6,105556E-4
17375;17,168814;sun;On;On;Receiver;On;Off;On;6,105556E-4
17376;17,168814;sun;On;On;Receiver;On;Off;On;6,105556E-4
17377;17,168814;sun;On;On;Receiver;On;Off;On;6,105556E-4
17378;17,168814;sun;On;On;Receiver;On;Off;On;6,105556E-4
17379;17,168816;sun;On;On;Receiver;On;Off;On;6,105556E-4
17380;17,168816;sun;On;On;Receiver;On;Off;On;6,105556E-4
17381;17,168816;sun;On;On;Receiver;On;Off;On;6,105556E-4
17382;17,168818;sun;On;On;Receiver;On;Off;On;6,105556E-4
17383;17,168818;sun;On;On;Receiver;On;Off;On;6,105556E-4
17384;17,168818;sun;On;On;Receiver;On;Off;On;6,105556E-4
17385;17,168818;sun;On;On;Receiver;On;Off;On;6,105556E-4
17386;17,16882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17387;17,16882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17388;17,16882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17389;17,168821;sun;On;On;Receiver;On;Off;On;6,105556E-4
17390;17,168821;sun;On;On;Receiver;On;Off;On;6,105556E-4
17391;17,168821;sun;On;On;Receiver;On;Off;On;6,105556E-4
17392;17,168821;sun;On;On;Receiver;On;Off;On;6,105556E-4
17393;17,168823;sun;On;On;Receiver;On;Off;On;6,105556E-4
17394;17,168823;sun;On;On;Receiver;On;Off;On;6,105556E-4
17395;17,168823;sun;On;On;Receiver;On;Off;On;6,105556E-4
17396;17,168825;sun;On;On;Receiver;On;Off;On;6,105556E-4
17397;17,168825;sun;On;On;Receiver;On;Off;On;6,105556E-4
17398;17,168825;sun;On;On;Receiver;On;Off;On;6,105556E-4
17399;17,168827;sun;On;On;Receiver;On;Off;On;6,105556E-4
17400;17,168827;sun;On;On;Receiver;On;Off;On;6,105556E-4
17401;17,168827;sun;On;On;Receiver;On;Off;On;6,105556E-4
17402;17,168827;sun;On;On;Receiver;On;Off;On;6,105556E-4
17403;17,168829;sun;On;On;Receiver;On;Off;On;6,105556E-4
17404;17,168829;sun;On;On;Receiver;On;Off;On;6,105556E-4
17405;17,168829;sun;On;On;Receiver;On;Off;On;6,105556E-4
17406;17,16883;sun;On;On;Receiver;On;Off;On;6,105556E-4
17407;17,16883;sun;On;On;Receiver;On;Off;On;6,105556E-4
17408;17,16883;sun;On;On;Receiver;On;Off;On;6,105556E-4
17409;17,16883;sun;On;On;Receiver;On;Off;On;6,105556E-4
17410;17,168833;sun;On;On;Receiver;On;Off;On;6,105556E-4
17411;17,168833;sun;On;On;Receiver;On;Off;On;6,105556E-4
17412;17,168833;sun;On;On;Receiver;On;Off;On;6,105556E-4
17413;17,168835;sun;On;On;Receiver;On;Off;On;6,105556E-4
17414;17,168835;sun;On;On;Receiver;On;Off;On;6,105556E-4
17415;17,168835;sun;On;On;Receiver;On;Off;On;6,105556E-4
17416;17,168835;sun;On;On;Receiver;On;Off;On;6,105556E-4
17417;17,168837;sun;On;On;Receiver;On;Off;On;6,105556E-4
17418;17,168837;sun;On;On;Receiver;On;Off;On;6,105556E-4
17419;17,168837;sun;On;On;Receiver;On;Off;On;6,105556E-4
17420;17,168839;sun;On;On;Receiver;On;Off;On;6,105556E-4
17421;17,168839;sun;On;On;Receiver;On;Off;On;6,105556E-4
17422;17,168839;sun;On;On;Receiver;On;Off;On;6,105556E-4
17423;17,168839;sun;On;On;Receiver;On;Off;On;6,105556E-4
17424;17,16884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17425;17,16884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17426;17,16884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17427;17,168842;sun;On;On;Receiver;On;Off;On;6,105556E-4
17428;17,168842;sun;On;On;Receiver;On;Off;On;6,105556E-4
17429;17,168842;sun;On;On;Receiver;On;Off;On;6,105556E-4
17430;17,168844;sun;On;On;Receiver;On;Off;On;6,105556E-4
17431;17,168844;sun;On;On;Receiver;On;Off;On;6,105556E-4
17432;17,168844;sun;On;On;Receiver;On;Off;On;6,105556E-4
17433;17,168844;sun;On;On;Receiver;On;Off;On;6,105556E-4
17434;17,168846;sun;On;On;Receiver;On;Off;On;6,105556E-4
17435;17,168846;sun;On;On;Receiver;On;Off;On;6,105556E-4
17436;17,168846;sun;On;On;Receiver;On;Off;On;6,105556E-4
17437;17,168848;sun;On;On;Receiver;On;Off;On;6,105556E-4
17438;17,168848;sun;On;On;Receiver;On;Off;On;6,105556E-4
17439;17,168848;sun;On;On;Receiver;On;Off;On;6,105556E-4
17440;17,168848;sun;On;On;Receiver;On;Off;On;6,105556E-4
17441;17,16885;sun;On;On;Receiver;On;Off;On;6,105556E-4
17442;17,16885;sun;On;On;Receiver;On;Off;On;6,105556E-4
17443;17,16885;sun;On;On;Receiver;On;Off;On;6,105556E-4
17444;17,168852;sun;On;On;Receiver;On;Off;On;6,105556E-4
17445;17,168852;sun;On;On;Receiver;On;Off;On;6,105556E-4
17446;17,168852;sun;On;On;Receiver;On;Off;On;6,105556E-4
17447;17,168852;sun;On;On;Receiver;On;Off;On;6,105556E-4
17448;17,168854;sun;On;On;Receiver;On;Off;On;6,105556E-4
17449;17,168854;sun;On;On;Receiver;On;Off;On;6,105556E-4
17450;17,168854;sun;On;On;Receiver;On;Off;On;6,105556E-4
17451;17,168856;sun;On;On;Receiver;On;Off;On;6,105556E-4
17452;17,168856;sun;On;On;Receiver;On;Off;On;6,105556E-4
17453;17,168856;sun;On;On;Receiver;On;Off;On;6,105556E-4
17454;17,168858;sun;On;On;Receiver;On;Off;On;6,105556E-4
17455;17,168858;sun;On;On;Receiver;On;Off;On;6,105556E-4
17456;17,168858;sun;On;On;Receiver;On;Off;On;6,105556E-4
17457;17,168858;sun;On;On;Receiver;On;Off;On;6,105556E-4
17458;17,16886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17459;17,16886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17460;17,16886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17461;17,168861;sun;On;On;Receiver;On;Off;On;6,105556E-4
17462;17,168861;sun;On;On;Receiver;On;Off;On;6,105556E-4
17463;17,168861;sun;On;On;Receiver;On;Off;On;6,105556E-4
17464;17,168861;sun;On;On;Receiver;On;Off;On;6,105556E-4
17465;17,168863;sun;On;On;Receiver;On;Off;On;6,105556E-4
17466;17,168863;sun;On;On;Receiver;On;Off;On;6,105556E-4
17467;17,168863;sun;On;On;Receiver;On;Off;On;6,105556E-4
17468;17,168865;sun;On;On;Receiver;On;Off;On;6,105556E-4
17469;17,168865;sun;On;On;Receiver;On;Off;On;6,105556E-4
17470;17,168865;sun;On;On;Receiver;On;Off;On;6,105556E-4
17471;17,168865;sun;On;On;Receiver;On;Off;On;6,105556E-4
17472;17,168867;sun;On;On;Receiver;On;Off;On;6,105556E-4
17473;17,168867;sun;On;On;Receiver;On;Off;On;6,105556E-4
17474;17,168867;sun;On;On;Receiver;On;Off;On;6,105556E-4
17475;17,168869;sun;On;On;Receiver;On;Off;On;6,105556E-4
17476;17,168869;sun;On;On;Receiver;On;Off;On;6,105556E-4
17477;17,168869;sun;On;On;Receiver;On;Off;On;6,105556E-4
17478;17,16887;sun;On;On;Receiver;On;Off;On;6,105556E-4
17479;17,16887;sun;On;On;Receiver;On;Off;On;6,105556E-4
17480;17,16887;sun;On;On;Receiver;On;Off;On;6,105556E-4
17481;17,16887;sun;On;On;Receiver;On;Off;On;6,105556E-4
17482;17,168873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17483;17,168873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17484;17,168873;sun;On;On;Receiver;On;Off;On;6,105556E-4
17485;17,168875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17486;17,168875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17487;17,168875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17488;17,168875;sun;On;On;Receiver;On;Off;On;6,105556E-4
17489;17,168877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17490;17,168877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17491;17,168877;sun;On;On;Receiver;On;Off;On;6,105556E-4
17492;17,168879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17493;17,168879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17494;17,168879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17495;17,168879;sun;On;On;Receiver;On;Off;On;6,105556E-4
17496;17,16888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17497;17,16888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17498;17,16888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17499;17,168882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17500;17,168882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17501;17,168882;sun;On;On;Receiver;On;Off;On;6,105556E-4
17502;17,168884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17503;17,168884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17504;17,168884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17505;17,168884;sun;On;On;Receiver;On;Off;On;6,105556E-4
17506;17,168886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17507;17,168886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17508;17,168886;sun;On;On;Receiver;On;Off;On;6,105556E-4
17509;17,168888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17510;17,168888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17511;17,168888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17512;17,168888;sun;On;On;Receiver;On;Off;On;6,105556E-4
17513;17,16889;sun;On;On;Receiver;On;Off;On;6,105556E-4
17514;17,16889;sun;On;On;Receiver;On;Off;On;6,105556E-4
17515;17,16889;sun;On;On;Receiver;On;Off;On;6,105556E-4
17516;17,168892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17517;17,168892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17518;17,168892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17519;17,168892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17520;17,168894;sun;On;On;Receiver;On;Off;On;6,105556E-4
17521;17,168894;sun;On;On;Receiver;On;Off;On;6,105556E-4
17522;17,168894;sun;On;On;Receiver;On;Off;On;6,105556E-4
17523;17,168896;sun;On;On;Receiver;On;Off;On;6,105556E-4
17524;17,168896;sun;On;On;Receiver;On;Off;On;6,105556E-4
17525;17,168896;sun;On;On;Receiver;On;Off;On;6,105556E-4
17526;17,168896;sun;On;On;Receiver;On;Off;On;6,105556E-4
17527;17,168898;sun;On;On;Receiver;On;Off;On;6,105556E-4
17528;17,168898;sun;On;On;Receiver;On;Off;On;6,105556E-4
17529;17,168898;sun;On;On;Receiver;On;Off;On;6,105556E-4
17530;17,1689;sun;On;On;Receiver;On;Off;On;6,105556E-4
17531;17,1689;sun;On;On;Receiver;On;Off;On;6,105556E-4
17532;17,1689;sun;On;On;Receiver;On;Off;On;6,105556E-4
17533;17,168901;sun;On;On;Receiver;On;Off;On;6,105556E-4
17534;17,168901;sun;On;On;Receiver;On;Off;On;6,105556E-4
17535;17,168901;sun;On;On;Receiver;On;Off;On;6,105556E-4
17536;17,168901;sun;On;On;Receiver;On;Off;On;6,105556E-4
17537;17,168903;sun;On;On;Receiver;On;Off;On;6,105556E-4
17538;17,168903;sun;On;On;Receiver;On;Off;On;6,105556E-4
17539;17,168903;sun;On;On;Receiver;On;Off;On;6,105556E-4
17540;17,168905;sun;On;On;Receiver;On;Off;On;6,105556E-4
17541;17,168905;sun;On;On;Receiver;On;Off;On;6,105556E-4
17542;17,168905;sun;On;On;Receiver;On;Off;On;6,105556E-4
17543;17,168905;sun;On;On;Receiver;On;Off;On;6,105556E-4
17544;17,168907;sun;On;On;Receiver;On;Off;On;6,105556E-4
17545;17,168907;sun;On;On;Receiver;On;Off;On;6,105556E-4
17546;17,168907;sun;On;On;Receiver;On;Off;On;6,105556E-4
17547;17,16891;sun;On;On;Receiver;On;Off;On;6,105556E-4
17548;17,16891;sun;On;On;Receiver;On;Off;On;6,105556E-4
17549;17,16891;sun;On;On;Receiver;On;Off;On;6,105556E-4
17550;17,16891;sun;On;On;Receiver;On;Off;On;6,105556E-4
17551;17,168911;sun;On;On;Receiver;On;Off;On;6,105556E-4
17552;17,168911;sun;On;On;Receiver;On;Off;On;6,105556E-4
17553;17,168911;sun;On;On;Receiver;On;Off;On;6,105556E-4
17554;17,168913;sun;On;On;Receiver;On;Off;On;6,105556E-4
17555;17,168913;sun;On;On;Receiver;On;Off;On;6,105556E-4
17556;17,168913;sun;On;On;Receiver;On;Off;On;6,105556E-4
17557;17,168915;sun;On;On;Receiver;On;Off;On;6,105556E-4
17558;17,168915;sun;On;On;Receiver;On;Off;On;6,105556E-4
17559;17,168915;sun;On;On;Receiver;On;Off;On;6,105556E-4
17560;17,168915;sun;On;On;Receiver;On;Off;On;6,105556E-4
17561;17,168917;sun;On;On;Receiver;On;Off;On;6,105556E-4
17562;17,168917;sun;On;On;Receiver;On;Off;On;6,105556E-4
17563;17,168917;sun;On;On;Receiver;On;Off;On;6,105556E-4
17564;17,168919;sun;On;On;Receiver;On;Off;On;6,105556E-4
17565;17,168919;sun;On;On;Receiver;On;Off;On;6,105556E-4
17566;17,168919;sun;On;On;Receiver;On;Off;On;6,105556E-4
17567;17,168919;sun;On;On;Receiver;On;Off;On;6,105556E-4
17568;17,16892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17569;17,16892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17570;17,16892;sun;On;On;Receiver;On;Off;On;6,105556E-4
17571;17,168922;sun;On;On;Receiver;On;Off;On;6,105556E-4
17572;17,168922;sun;On;On;Receiver;On;Off;On;6,105556E-4
17573;17,168922;sun;On;On;Receiver;On;Off;On;6,105556E-4
